"Łódź-Warszawa : Wydawnictwo Społecznej Akademii Nauk, 2019",S. 140-153 - tab.,,,,140-153,,Wydawnictwo Społecznej Akademii Nauk,Łódź-Warszawa,2019
"Warszawa : Wydawnictwo Naukowe Scholar, 2019","2019, nr 10 s. 22-30 - tab. - Streszcz., summ. - Bibliogr. 29 poz.",10,,,22-30,10,Wydawnictwo Naukowe Scholar,Warszawa,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 62-83,,,,62-83,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Łódź-Warszawa : Wydawnictwo Społecznej Akademii Nauk, 2019","2019, nr 14 (1) s. 47-62 - rys., tab. - Streszcz., summ. - Bibliogr. 33 poz.",14,,,47-62,,Wydawnictwo Społecznej Akademii Nauk,Łódź-Warszawa,2019
"Sanok : Państwowa Wyższa Szkoła Zawodowa im. Jana Grodka w Sanoku : Polskie Towarzystwo Historyczne, oddział w Sanoku, 2019",184 s. ; bibliogr. przy rozdz.,,,,,184,"Polskie Towarzystwo Historyczne, oddział w Sanoku",Sanok,2019
"Vilnius : Diamond Scientific Publication, 2019","S. 415-420 - rys., summ., tab. - Bibliogr. 20 poz.",,,,415-420,,Diamond Scientific Publication,Vilnius,2019
"Sanok : Państwowa Wyższa Szkoła Zawodowa im. Jana Grodka w Sanoku : Polskie Towarzystwo Historyczne, oddział w Sanoku, 2019","2019, nr 10 s. 31-33",10,,,31-33,10,"Polskie Towarzystwo Historyczne, oddział w Sanoku",Sanok,2019
"Hershey, Pennsylvania : IGI Global ; Business Science Reference, 2019",171 s.,,,,,171,IGI Global ; Business Science Reference,"Hershey, Pennsylvania",2019
"Poznań : Adam Mickiewicz University in Poznań. Scientific Publisher of the Faculty of Political Science and Journalism, 2019","156 s. : rys., tab., zał., Bibliogr. 616 poz., s. 109-147",,,,109-147,156,Adam Mickiewicz University in Poznań. Scientific Publisher of the Faculty of Political Science and Journalism,Poznań,2019
"Poznań : Adam Mickiewicz University in Poznań. Scientific Publisher of the Faculty of Political Science and Journalism, 2019",S. 99-109,,,,99-109,,Adam Mickiewicz University in Poznań. Scientific Publisher of the Faculty of Political Science and Journalism,Poznań,2019
"Katowice : Wydawnictwo Uniwersytetu Śląskiego, 2019",S. 31-39 - summ. - Bibliogr. 14 poz.,,,,31-39,,Wydawnictwo Uniwersytetu Śląskiego,Katowice,2019
"Warszawa : Difin, 2019","213 s. : rys., tab., Bibliogr. 391 poz., s. 187-210",,,,187-210,213,Difin,Warszawa,2019
"Hershey, Pennsylvania : IGI Global ; Business Science Reference, 2019","2019, Vol. 159 s. 2616-2628 - rys., tab. - Summ. - Bibliogr. 56 poz.",,159,,2616-2628,159,IGI Global ; Business Science Reference,"Hershey, Pennsylvania",2019
"Warszawa : CeDeWu, 2019",S. 23-36 - tab.,,,,23-36,,CeDeWu,Warszawa,2019
"Warszawa : Wydawnictwo C.H. Beck, 2019",177 s. : il.,,,,,177,Wydawnictwo C.H. Beck,Warszawa,2019
"Częstochowa : Wydawnictwo Politechniki Częstochowskiej, 2019",S. 11-22 - tab.,,,,11-22,,Wydawnictwo Politechniki Częstochowskiej,Częstochowa,2019
"Rzeszów : Oficyna Wydawnicza Politechniki Rzeszowskiej, 2019",318 s.,,,,,318,Oficyna Wydawnicza Politechniki Rzeszowskiej,Rzeszów,2019
"Wrocław : Uniwersytet Ekonomiczny we Wrocławiu, 2019","2019, nr 1(43) s. 15-29 - rys., tab. - Streszcz., summ. - Bibliogr. 21 poz.",1,,,15-29,,Uniwersytet Ekonomiczny we Wrocławiu,Wrocław,2019
"Słupsk : Mateusz Weiland Network Solutions, 2019","2019, z. 137 s. 167-183 - summ. - Bibliogr. 107 poz.",,,,167-183,137,Mateusz Weiland Network Solutions,Słupsk,2019
"Rzeszów : Oficyna Wydawnicza Politechniki Rzeszowskiej, 2019","2019, nr 1 s. 2-8 - rys. - Streszcz., summ. - Bibliogr. 21 poz.",1,,,2-8,1,Oficyna Wydawnicza Politechniki Rzeszowskiej,Rzeszów,2019
"Słupsk : Mateusz Weiland Network Solutions, 2019","2019, R. 23, nr 1 s. 209-221 - rys., tab. - Streszcz., summ. - Bibliogr. 25 poz.",1,,,209-221,1,Mateusz Weiland Network Solutions,Słupsk,2019
"Wrocław : Uniwersytet Ekonomiczny we Wrocławiu, 2019","S. 11-21 - rys., tab.",,,,11-21,,Uniwersytet Ekonomiczny we Wrocławiu,Wrocław,2019
"Warszawa : Wydawnictwo Naukowe Wydziału Zarządzania Uniwersytetu Warszawskiego, 2019",144 s.,,,,,144,Wydawnictwo Naukowe Wydziału Zarządzania Uniwersytetu Warszawskiego,Warszawa,2019
"Warszawa : Wydawnictwo Naukowe Wydziału Zarządzania Uniwersytetu Warszawskiego, 2019","S. 73-86 - rys., tab.",,,,73-86,,Wydawnictwo Naukowe Wydziału Zarządzania Uniwersytetu Warszawskiego,Warszawa,2019
"Warszawa : Wydawnictwo Naukowe Wydziału Zarządzania Uniwersytetu Warszawskiego, 2019","S. 41-53 - rys., tab.",,,,41-53,,Wydawnictwo Naukowe Wydziału Zarządzania Uniwersytetu Warszawskiego,Warszawa,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","436 s. : il., tab., fot., nuty",,,,,436,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Libuse Macakova : MELANDRIUM, 2019","S. 76-86 - rys., tab.",,,,76-86,,MELANDRIUM,Libuse Macakova,2019
"Gdańsk : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","165 s., Bibliogr. po art.",,,,,165,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Gdańsk,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","S. 55-75 - rys., tab.",,,,55-75,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Warszawa : CeDeWu, 2019",284 s.,,,,,284,CeDeWu,Warszawa,2019
"Gdańsk : Wydawnictwo Uniwersytetu Gdańskiego, 2019","2019, nr 389 s. 101-117 - rys., tab. - Streszcz., summ. - Bibliogr. 14 poz.",389,,,101-117,389,Wydawnictwo Uniwersytetu Gdańskiego,Gdańsk,2019
Herson : Vidavnictvo \,S. 81-108 - Bibliogr.,,,,81-108,,Vidavnictvo \,Herson,
Herson : Vidavnictvo \,S. 99-107 - tab.,,,,99-107,,Vidavnictvo \,Herson,
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 87-98 - tab.,,,,87-98,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Gdańsk : Wydawnictwo Uniwersytetu Gdańskiego, 2019","117 s. : rys., tab., Bibliogr. po art.",,,,,117,Wydawnictwo Uniwersytetu Gdańskiego,Gdańsk,2019
"Libuse Macakova : MELANDRIUM, 2019","2019, nr 389 s. 20-37 - tab. - Streszcz., summ. - Bibliogr. 24 poz.",389,,,20-37,389,MELANDRIUM,Libuse Macakova,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 37-44 - tab.,,,,37-44,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Gdańsk : Wydawnictwo Uniwersytetu Gdańskiego, 2019","2019, nr 12 s. 58-62 - Streszcz., summ. - Bibliogr. 27 poz.",12,,,58-62,12,Wydawnictwo Uniwersytetu Gdańskiego,Gdańsk,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 279-289 - rys. - Bibliogr. 13 poz.,,,,279-289,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Cham : Springer International Publishing, 2019",S. 68-80,,,,68-80,,Springer International Publishing,Cham,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, t. 117 s. 61-77 - tab. - Streszcz. - Bibliogr. 22 poz.",,117,,61-77,117,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Śląskiego, 2019","S. 13-39 - rys., tab.",,,,13-39,,Wydawnictwo Uniwersytetu Śląskiego,Katowice,2019
"Poznań : Młodzi Naukowcy, 2019",S. 40-67 - tab.,,,,40-67,,Młodzi Naukowcy,Poznań,2019
"Poznań : Młodzi Naukowcy, 2019",S. 493-503,,,,493-503,,Młodzi Naukowcy,Poznań,2019
"Poznań : Młodzi Naukowcy, 2019","S. 145-168 - rys., tab. - Bibliogr. 85 poz.",,,,145-168,,Młodzi Naukowcy,Poznań,2019
"Poznań : Młodzi Naukowcy, 2019","S. 125-141 - rys., tab. - Bibliogr. 68 poz.",,,,125-141,,Młodzi Naukowcy,Poznań,2019
"Katowice : Wydawnictwo Uniwersytetu Śląskiego, 2019",636 s.,,,,,636,Wydawnictwo Uniwersytetu Śląskiego,Katowice,2019
"Poznań : Młodzi Naukowcy, 2019","2019, nr 1 (95) s. 19-31 - Streszcz. - Bibliogr. 17 poz.",1,,,19-31,,Młodzi Naukowcy,Poznań,2019
"Warszawa : CeDeWu, 2019","2019, vol. 63, nr 8 s. 143-153 - Streszcz., summ. - Bibliogr. 35 poz.",8,63,,143-153,8,CeDeWu,Warszawa,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 124-130 - summ. - Bibliogr. 17 poz.,,,,124-130,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Poznań : Młodzi Naukowcy, 2019","S. 261-278 - rys., tab. - Bibliogr. 48 poz.",,,,261-278,,Młodzi Naukowcy,Poznań,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, nr 4 s. 21-24 - Streszcz., summ. - Bibliogr. 25 poz.",4,,,21-24,4,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Poznań : Młodzi Naukowcy, 2019",229 s.,,,,,229,Młodzi Naukowcy,Poznań,2019
"Rome : Diamond Scientific Publication, 2019",S. 243-260 - rys. - Bibliogr. 46 poz.,,,,243-260,,Diamond Scientific Publication,Rome,2019
"Rome : Diamond Scientific Publication, 2019","S. 133-152 - rys., streszcz., summ., tab. - Bibliogr. 14 poz.",,,,133-152,,Diamond Scientific Publication,Rome,2019
"Sofia : STEF92 Technology, 2019","173 s. : rys., tab., Bibliogr. 143 poz., s. 167-173",,,,167-173,173,STEF92 Technology,Sofia,2019
"Rome : Diamond Scientific Publication, 2019","2019, nr 1(51) s. 35-43 - rys. - Streszcz., summ. - Bibliogr. 30 poz.",1,,,35-43,,Diamond Scientific Publication,Rome,2019
"Sofia : STEF92 Technology, 2019","313 s. : rys., tab. ; Bibliogr. przy rozdz.",,,,,313,STEF92 Technology,Sofia,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, vol. 20, iss. 3 s. 424-445 - rys., tab. - Bibliogr. 72 poz.",3,20,,424-445,3,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","S. 81-113 - tab., summ.",,,,81-113,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Reading : Academic Conferences and Publishing International Limited, 2019","2019, vol. 51, iss. 31 s. 3389-3400 - tab. - Summ. - Bibliogr. 45 poz.",31,51,,3389-3400,31,Academic Conferences and Publishing International Limited,Reading,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, nr 4 (2) s. 5-12 - rys. - Streszcz., summ.",4,,,5-12,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Reading : Academic Conferences and Publishing International Limited, 2019","VI, 410 s.",,,,,410,Academic Conferences and Publishing International Limited,Reading,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019",S. 301-313 - Bibliogr 26 poz.,,,,301-313,,Publishing House of the University of Economics in Katowice,Katowice,2019
"Częstochowa : Wydawnictwo Politechniki Częstochowskiej, 2019",S. 291-299 - tab. - Bibliogr. 33 poz.,,,,291-299,,Wydawnictwo Politechniki Częstochowskiej,Częstochowa,2019
"Cham : Springer, 2019","S. 13473-13488 - rys., summ. - Bibliogr. 22 poz.",,,,13473-13488,,Springer,Cham,2019
"Cham : Springer, 2019","2019, Vol. 6, No. 2 s. 76-88 - Summ. - Bibliogr. 94 poz.",2,6,,76-88,2,Springer,Cham,2019
"Cham : Springer, 2019","2019, Vol. 13, issue 2 s. 81-88 - rys. - Summ. - Bibliogr. 20 poz.",,13,,81-88,2,Springer,Cham,2019
"Cham : Springer, 2019",S. 37-50 - tab. - Bibliogr. 37 poz.,,,,37-50,,Springer,Cham,2019
"Cham : Springer, 2019","2019, vol. 1, no. 340 s. 73-89 - rys. tab. - Streszcz., summ. - Bibliogr. 65 poz.",340,1,,73-89,340,Springer,Cham,2019
"Cham : Springer, 2019","2019, t. 20, z. 2/1 s. 197-208 - tab. - Summ. - Bibliogr. 21 poz.",,20,,197-208,1,Springer,Cham,2019
"Częstochowa : Wydawnictwo Politechniki Częstochowskiej, 2019","2019, Vol. 6, No. 2 s. 22-31 - tab. - Summ. - Bibliogr. 23 poz.",2,6,,22-31,2,Wydawnictwo Politechniki Częstochowskiej,Częstochowa,2019
"Cham : Springer, 2019","2019, vol. 35, iss. 2 s. 193-203 - Bibliogr. 70 poz.",2,35,,193-203,2,Springer,Cham,2019
"Cham : Springer, 2019","S. 180002-1-180002-4 - rys., tab. - Bibliogr. 10 poz.",,,,180002,,Springer,Cham,2019
"Cham : Springer, 2019","2019, t. 20, z. 4/1 s. 191-207 - tab. - Summ. - Bibliogr. 34 poz.",,20,,191-207,1,Springer,Cham,2019
"Cham : Springer, 2019",S. 200-223 - summ. - Bibliogr. 15 poz.,,,,200-223,,Springer,Cham,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019","2019, vol. 18, iss. 1 s. 61-72 - Summ. - Bibliogr. 36 poz.",1,18,,61-72,1,Publishing House of the University of Economics in Katowice,Katowice,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019","2019, t. 20, z. 6/2 s. 53-67 - rys., tab. - Summ. - Bibliogr. 21 poz.",,20,,53-67,2,Publishing House of the University of Economics in Katowice,Katowice,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019","S. 10869-10879 - rys., summ., tab. - Bibliogr. 35 poz.",,,,10869-10879,,Publishing House of the University of Economics in Katowice,Katowice,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019",S. 12816-12822 - summ. - Bibliogr. 34 poz.,,,,12816-12822,,Publishing House of the University of Economics in Katowice,Katowice,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019","2019, vol. 122 s. 218-230 - rys. - Summ. - Bibliogr. 16 poz.",,122,,218-230,122,Publishing House of the University of Economics in Katowice,Katowice,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019","2019, t. 20, z. 6/2 s. 155-169 - tab. - Summ. - Bibliogr. 50 poz.",,20,,155-169,2,Publishing House of the University of Economics in Katowice,Katowice,2019
"Warszawa : Wydawnictwo Poltext, 2019","2019, t. 20, z. 6/2 s. 139-152 - tab. - Summ. - Bibliogr. 17 poz.",,20,,139-152,2,Wydawnictwo Poltext,Warszawa,2019
"Manoa : University of Hawai'i at Manoa, 2019","2019, t. 55, z. 2 s. 411-428 - Summ. - Bibliogr. 50 poz.",,55,,411-428,2,"University of Hawai'i at Manoa",Manoa,2019
"Manoa : University of Hawai'i at Manoa, 2019",S. 117-124 - Bibliogr. 12 poz.,,,,117-124,,"University of Hawai'i at Manoa",Manoa,2019
"Warszawa : CeDeWu, 2019","171 s. : rys., tab., Bibliogr. po art.",,,,,171,CeDeWu,Warszawa,2019
"Warszawa : Wydawnictwo SGGW, 2019",285 s.,,,,,285,Wydawnictwo SGGW,Warszawa,2019
"Katowice : Wydawnictwo AMPoligrafia, 2019","2019, vol. 11, iss. 3 (894) 20 s. - rys., tab. - Bibliogr. 98 poz.",3,11,,,20,Wydawnictwo AMPoligrafia,Katowice,2019
"Warszawa : Wydawnictwo SGGW, 2019","328 s. : rys., tab. ; Bibliogr. przy rozdz.",,,,,328,Wydawnictwo SGGW,Warszawa,2019
"Warszawa : Wydawnictwo C.H. Beck, 2019",13952 s. ; Bibliogr. przy rozdz.,,,,,13952,Wydawnictwo C.H. Beck,Warszawa,2019
"Cham : Springer Nature Switzerland, 2019","2019, vol. 164 s. 11-18 - rys., tab. - Summ. - Bibliogr. 31 poz.",,164,,11-18,164,Springer Nature Switzerland,Cham,2019
"Warszawa : Difin, 2019","S. 9-25 - rys., tab. - Bibliogr. 37 poz.",,,,9-25,,Difin,Warszawa,2019
"Cham : Springer Nature Switzerland, 2019","2019, t. 101 (157) s. 133-148 - rys., tab. - Streszcz., summ. - Bibliogr. 27 poz.",,101,,133-148,,Springer Nature Switzerland,Cham,2019
"Cham : Springer Nature Switzerland, 2019",S. 91-107,,,,91-107,,Springer Nature Switzerland,Cham,2019
"Budapest : Obuda University Keleti Faculty of Business and Management, 2019","2019, vol. 23, no. 4 s. 80-95 - rys. - Streszcz., summ. - Bibliogr. 38 poz.",4,23,,80-95,4,Obuda University Keleti Faculty of Business and Management,Budapest,2019
"Warszawa : Wydawnictwo C.H. Beck, 2019","2019, no. 140 s. 351-364 - Summ. - Bibliogr. 34 poz.",140,,,351-364,140,Wydawnictwo C.H. Beck,Warszawa,2019
"Budapest : Obuda University Keleti Faculty of Business and Management, 2019","2019, no. 139 s. 575-586 - rys., tab. - Summ. - Bibliogr. 8 poz.",139,,,575-586,139,Obuda University Keleti Faculty of Business and Management,Budapest,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","354 s. : rys., tab. ; Bibliogr. przy rozdz.",,,,,354,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Cham : Springer Nature Switzerland, 2019","2019, vol. 59, iss. 2 s. 116-126 - Bibliogr. 89 poz.",2,59,,116-126,2,Springer Nature Switzerland,Cham,2019
"Budapest : Obuda University Keleti Faculty of Business and Management, 2019","2019, vol. 10, iss. 4 s. 589-602 - summ. - Bibliogr. 29 poz.",4,10,,589-602,4,Obuda University Keleti Faculty of Business and Management,Budapest,2019
"Poznań : SportWin, 2019",S. 57-68 - summ. - Bibliogr. 15 poz.,,,,57-68,,SportWin,Poznań,2019
"Brno : Masaryk University, 2019","16 s. - rys., tab. - Bibliogr. 43 poz.",,,,,16,Masaryk University,Brno,2019
"Brno : Masaryk University, 2019","S. 21-43 - rys., tab. - Bibliogr. 75 poz.",,,,21-43,,Masaryk University,Brno,2019
"Varazdin : Varazdin Development and Entrepreneurship Agency, 2019","2019, nr 386 s. 122-134 - tab. - Streszcz., summ. - Bibliogr. 11 poz.",386,,,122-134,386,Varazdin Development and Entrepreneurship Agency,Varazdin,2019
"Lisbon : Study Centre for European Policy Studies (CEPS), 2019","2019, nr 386 s. 135-144 - Streszcz., summ. - Bibliogr. 16 poz.",386,,,135-144,386,Study Centre for European Policy Studies (CEPS),Lisbon,2019
"Lisbon : Centre for Research in Political Science, International Relations and Security (CICPRIS), 2019","2019, nr 386 s. 95-107 - tab. - Streszcz., summ. - Bibliogr. 21 poz.",386,,,95-107,386,"Centre for Research in Political Science, International Relations and Security (CICPRIS)",Lisbon,2019
"Lisbon : Fundacao para a Ciencia e a Tecnologia (FCT), 2019","2019, nr 386 s. 108-121 - tab. - Streszcz., summ. - Bibliogr. 35 poz.",386,,,108-121,386,Fundacao para a Ciencia e a Tecnologia (FCT),Lisbon,2019
"Aveiro : The Research Unit on Governance, Competitiveness and Public Policies (GOVCOPP), 2019","2019, vol. 63, nr 5 s. 19-28 - tab. - Streszcz., summ. - Bibliogr. 10 poz.",5,63,,19-28,5,"The Research Unit on Governance, Competitiveness and Public Policies (GOVCOPP)",Aveiro,2019
"Koprivnica : University North, 2019",210 s. ; Bibliogr. przy rozdz.,,,,,210,University North,Koprivnica,2019
"Warsaw : Faculty of Management University of Warsaw, 2019","2019, vol. 63, nr 5 s. 78-89 - tab. - Streszcz., summ. - Bibliogr. 24 poz.",5,63,,78-89,5,Faculty of Management University of Warsaw,Warsaw,2019
"Rabat : Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat, 2019","S. 45-54 - rys., tab. - Bibliogr. 10 poz.",,,,45-54,,"Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat",Rabat,2019
"Brno : Masaryk University, 2019","2019, nr 23 (2) s. 9-22 - rys., tab. - Streszcz., summ. - Bibliogr. 15 poz.",23,,,9-22,,Masaryk University,Brno,2019
"Varazdin : Varazdin Development and Entrepreneurship Agency, 2019","224 s. : rys., tab., Bibliogr. 306 poz.",,,,,224,Varazdin Development and Entrepreneurship Agency,Varazdin,2019
"Lisbon : Study Centre for European Policy Studies (CEPS), 2019",338 s.,,,,,338,Study Centre for European Policy Studies (CEPS),Lisbon,2019
"Lisbon : Centre for Research in Political Science, International Relations and Security (CICPRIS), 2019","2019, Nr 2 s. 49-59 - Streszcz., summ. - Bibliogr. 12 poz.",2,,,49-59,2,"Centre for Research in Political Science, International Relations and Security (CICPRIS)",Lisbon,2019
"Lisbon : Fundacao para a Ciencia e a Tecnologia (FCT), 2019","2019, Vol. 20, No. 4 s. 153-166 - tab. - Summ. - Bibliogr. 40 poz.",4,20,,153-166,4,Fundacao para a Ciencia e a Tecnologia (FCT),Lisbon,2019
"Aveiro : The Research Unit on Governance, Competitiveness and Public Policies (GOVCOPP), 2019","182 s. : tab., Bibliogr. 279 spoz., s. 163-176",,,,163-176,182,"The Research Unit on Governance, Competitiveness and Public Policies (GOVCOPP)",Aveiro,2019
"Koprivnica : University North, 2019","2019, vol. 7, no. 3 s. 120-125 - rys., tab. - Summ. - Bibliogr. 18 poz.",3,7,,120-125,3,University North,Koprivnica,2019
"Warsaw : Faculty of Management University of Warsaw, 2019","2019, Vol. 20, iss. 3 s. 9-19 - tab. - Streszcz., summ. - Bibliogr. 16 poz.",3,20,,9-19,3,Faculty of Management University of Warsaw,Warsaw,2019
"Rabat : Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat, 2019","298 s. : rys., tab., Bibliogr. 285 poz.",,,,,298,"Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat",Rabat,2019
"Kazan : Izdatel'stvo Kazanskogo Universiteta, 2019",S. 79-93,,,,79-93,,"Izdatel'stvo Kazanskogo Universiteta",Kazan,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, Vol. 14, Issue 4 s. 742-749 - tab. - Summ. - Bibliogr. 31 poz.",4,14,,742-749,4,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Varazdin : Varazdin Development and Entrepreneurship Agency, 2019","2019, Vol. 38(4) s. 67-88 - tab. - Summ. - Bibliogr. 53 poz.",4,38,,67-88,,Varazdin Development and Entrepreneurship Agency,Varazdin,2019
"London : Pearson College London, 2019",269 s.,,,,,269,Pearson College London,London,2019
"Koprivnica : University North, 2019",116 s.,,,,,116,University North,Koprivnica,2019
"Warsaw : Faculty of Management University of Warsaw, 2019","552 s. : rys., tab. + Streszcz., summ.",,,,,552,Faculty of Management University of Warsaw,Warsaw,2019
"Rabat : Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat, 2019",S. 20-32,,,,20-32,,"Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat",Rabat,2019
"Kazan : Izdatel'stvo Kazanskogo Universiteta, 2019","S. 104-114 - rys., streszcz., summ. - Bibliogr. 12 poz.",,,,104-114,,"Izdatel'stvo Kazanskogo Universiteta",Kazan,2019
"Dąbrowa Górnicza : Wydawnictwo Naukowe Akademii WSB, 2019",S. 36-43 - Bibliogr. 17 poz.,,,,36-43,,Wydawnictwo Naukowe Akademii WSB,Dąbrowa Górnicza,2019
"Katowice : Polskie Towarzystwo Ekonomiczne w Katowicach, 2019","2019, T. 66, nr 2 s. 157-164 - fot.",2,66,,157-164,2,Polskie Towarzystwo Ekonomiczne w Katowicach,Katowice,2019
"Poznań : SportWin, 2019",17 s. - summ. - Bibliogr. 51 poz.,,,,,17,SportWin,Poznań,2019
"Bratislava : Vydavate'lstvo EKONÓM, University of Economics in Bratislava, 20119","2019, nr 385 s. 37-49 - tab. - Streszcz., summ. - Bibliogr. 22 poz.",385,,,37-49,385,"Vydavate'lstvo EKONÓM, University of Economics in Bratislava, 20119",Bratislava,2011
"Dąbrowa Górnicza : Wydawnictwo Naukowe Akademii WSB, 2019","2019, nr 386 s. 62-71 - rys., tab. - Streszcz., summ. - Bibliogr. 16 poz.",386,,,62-71,386,Wydawnictwo Naukowe Akademii WSB,Dąbrowa Górnicza,2019
"Katowice : Polskie Towarzystwo Ekonomiczne w Katowicach, 2019","2019, nr 386 s. 72-83 - tab. - Streszcz., summ. - Bibliogr. 30 poz.",386,,,72-83,386,Polskie Towarzystwo Ekonomiczne w Katowicach,Katowice,2019
"Cham : Springer, 2019","2019, nr 386 s. 40-51 - rys. - Streszcz., summ. - Bibliogr. 22 poz.",386,,,40-51,386,Springer,Cham,2019
"Bratislava : Vydavate'lstvo EKONÓM, University of Economics in Bratislava, 2019","2019, nr 386 s. 52-61 - tab. - Streszcz., summ. - Bibliogr. 18 poz.",386,,,52-61,386,"Vydavate'lstvo EKONÓM, University of Economics in Bratislava",Bratislava,2019
"Cham : Springer, 2019","2019, nr 386 s. 20-29 - tab. - Streszcz., summ. - Bibliogr. 8 poz.",386,,,20-29,386,Springer,Cham,2019
"Dąbrowa Górnicza : Wydawnictwo Naukowe Akademii WSB, 2019","2019, nr 386 s. 30-39 - tab. - Streszcz., summ. - Bibliogr. 10 poz.",386,,,30-39,386,Wydawnictwo Naukowe Akademii WSB,Dąbrowa Górnicza,2019
"Katowice : Polskie Towarzystwo Ekonomiczne w Katowicach, 2019","S. 313-333 - rys., tab., streszcz., summ. - Bibliogr. 35 poz.",,,,313-333,,Polskie Towarzystwo Ekonomiczne w Katowicach,Katowice,2019
"Cham : Springer, 2019","2019, nr 385 s. 129-139 - tab. - Streszcz., summ. - Bibliogr. 40 poz.",385,,,129-139,385,Springer,Cham,2019
"Sofia : Monetary Research Center, 2019","478 s. : rys., tab. ; bibliogr. przy rozdz.",,,,,478,Monetary Research Center,Sofia,2019
"Sofia : Monetary Research Center, 2019","2019, nr 386 s. 7-19 - tab. - Streszcz., summ. - Bibliogr. 11 poz.",386,,,7-19,386,Monetary Research Center,Sofia,2019
"Dąbrowa Górnicza : Wydawnictwo Naukowe Akademii WSB, 2019","2019, nr 385 s. 50-60 - Streszcz., summ. - Bibliogr. 19 poz.",385,,,50-60,385,Wydawnictwo Naukowe Akademii WSB,Dąbrowa Górnicza,2019
"Katowice : Polskie Towarzystwo Ekonomiczne w Katowicach, 2019","S. 251-270 - tab., streszcz., summ. - Bibliogr. 47 poz.",,,,251-270,,Polskie Towarzystwo Ekonomiczne w Katowicach,Katowice,2019
"Dąbrowa Górnicza : Wydawnictwo Naukowe Akademii WSB, 2019",S. 86-110 - Bibliogr. 47 poz.,,,,86-110,,Wydawnictwo Naukowe Akademii WSB,Dąbrowa Górnicza,2019
"Katowice : Polskie Towarzystwo Ekonomiczne w Katowicach, 2019","S. 1319-1328 - rys., tab. - Bibliogr. 15 poz.",,,,1319-1328,,Polskie Towarzystwo Ekonomiczne w Katowicach,Katowice,2019
